1642473890013,DA0223,,,2593,-340,64,16,23,74,12,-2,27,14
1642473890508,F0020D,,,2585,,60,12,,64,11,-6,,14,157,1,3,100,100,43,31,100,100,39,49,
1642473891013,DA0223,,,2491,-322,52,2,20,59,9,-7,27,14
1642473891263,DE021F,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,3,2,,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false
1642473891512,F0020D,,,2685,,57,6,,70,9,-5,,14,153,0,3,101,101,46,32,100,101,42,50,
1642473892013,DA0223,,,2850,-357,63,12,24,93,10,-3,27,15
1642473892513,F0020D,,,3041,,64,20,,121,10,-1,,15,125,1,3,101,102,53,33,100,102,42,50,
1642473893015,DA0223,,,3163,-392,70,25,25,125,14,0,27,15
1642473893263,DE021F,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,2,2,,true,false,true,false,false,true,false,false,true,true,false,false,false,true,false
1642473893516,F0020D,,,3349,,73,27,,133,16,2,,15,68,1,4,102,103,53,34,101,102,49,50,
1642473894018,DA0223,,,3263,-391,67,19,25,125,14,1,27,15
1642473894520,F0020D,,,3322,,70,20,,139,15,4,,15,9,2,4,102,103,59,35,102,103,54,50,
1642473895021,DA0223,,,3137,-375,68,17,24,128,13,2,27,15
1642473895266,DE021F,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,3,1,2,,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false
1642473895522,F0020D,,,3244,,68,26,,156,16,3,,16,-2,1,4,102,103,64,36,103,103,54,51,
1642473896024,DA0223,,,3321,-433,71,32,34,170,19,4,27,16
1642473896526,F0020D,,,3393,,77,39,,193,22,5,,17,-40,2,5,102,104,68,37,104,103,61,51,
1642473897028,DA0223,,,3482,-447,80,42,37,213,25,7,27,18
1642473897271,DE021F,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,2,,true,false,true,false,false,true,false,false,true,true,false,false,false,true,false
1642473897529,F0020D,,,3442,,80,35,,185,23,5,,17,-2,1,5,102,104,62,38,104,103,60,51,
1642473898030,DA0223,,,3348,-400,79,34,36,182,22,1,27,16
1642473898530,F0020D,,,3384,,83,35,,199,25,1,,16,-43,2,6,103,104,67,39,104,104,60,51,
1642473899032,DA0223,,,3503,-412,86,44,46,204,28,5,27,16
1642473899274,DE021F,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,1,,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false
1642473899534,F0020D,,,3476,,83,40,,193,27,4,,15,-22,2,6,102,103,62,40,104,103,54,51,
1642473900033,DA0223,,,3518,-417,84,49,51,216,28,5,27,16
1642473900534,F0020D,,,3631,,89,55,,50,32,8,,16,-37,3,6,103,103,69,41,104,104,61,51,
1642473901034,DA0223,,,3738,-455,93,64,57,74,33,9,27,16
1642473901276,DE021F,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,3,0,1,,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false
1642473901535,F0020D,,,3563,,86,56,,71,31,5,,16,3,3,6,102,103,67,42,104,104,60,50,
1642473902037,DA0223,,,3597,-507,92,63,64,99,35,7,27,16
1642473902539,F0020D,,,3714,,95,65,,105,36,10,,16,-11,3,7,102,104,71,43,105,105,64,50,
1642473903040,DA0223,,,3881,-560,96,71,68,113,40,14,27,16
